TS_Type,ISO3,Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,FirstReportedOn,Reported,Change,Change_Percentage,Change_5,Change_Percentage_5,Change_8,Change_Percentage_8,World_Code,World,Continent_Code,Continent,Continental_SubRegion_Code,Continental_SubRegion,Intermediary_Region_Code,Intermediary_Region
CONFIRMED,CHN,China,548,643,920,1406,2075,2877,5509,6087,8141,9802,11891,16630,19716,23707,27440,30587,34110,36814,39829,42354,44386,44759,59895,66358,68413,70513,72434,74211,74619,75077,75550,77001,77022,77241,77754,78166,78600,78928,79356,79932,80136,80261,80386,80537,80690,80770,80823,80860,80887,80921,80932,80945,80977,81003,81033,81058,81102,81156,81250,81305,81435,81498,2020-01-22,81498,63,0.08,396,0.49,495,0.61,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,ITA,Italy,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,62,155,229,322,453,655,888,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,12462,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,2020-01-31,63927,4789,8.1,28214,79.0,39180,158.32,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,USA,US,1,1,2,2,5,5,5,5,5,7,8,8,11,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,15,15,15,51,51,57,58,60,68,74,98,118,149,217,262,402,518,583,959,1281,1663,2179,2727,3499,4632,6421,7783,13677,19100,25489,33276,43847,2020-01-22,43847,10571,31.77,36064,463.37,40348,1153.13,1.0,World,19.0,Americas,21.0,Northern America,21.0,Northern America
CONFIRMED,ESP,Spain,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,13,15,32,45,84,120,165,222,259,400,500,673,1073,1695,2277,2277,5232,6391,7798,9942,11748,13910,17963,20410,25374,28768,35136,2020-02-01,35136,6368,22.14,21226,152.6,27338,350.58,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,DEU,Germany,0,0,0,0,0,1,4,4,4,5,8,10,12,12,12,12,13,13,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,27,46,48,79,130,159,196,262,482,670,799,1040,1176,1457,1908,2078,3675,4585,5795,7272,9257,12327,15320,19848,22213,24873,29056,2020-01-27,29056,4183,16.82,16729,135.71,23261,401.4,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,IRN,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,28,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,2020-02-19,23049,1411,6.52,5688,32.76,9111,65.37,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,FRA,France,0,0,2,3,3,3,4,5,5,5,6,6,6,6,6,6,6,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,204,288,380,656,959,1136,1219,1794,2293,2293,3681,4496,4532,6683,7715,9124,10970,12758,14463,16243,20123,2020-01-24,20123,3880,23.89,10999,120.55,15591,344.02,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,KOR,South Korea,1,1,2,2,3,4,4,4,4,11,12,15,15,16,19,23,24,24,25,27,28,28,28,28,28,29,30,31,31,104,204,433,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6088,6593,7041,7314,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8961,8961,2020-01-22,8961,0,0.0,548,6.51,799,9.79,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,CHE,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,18,27,42,56,90,114,214,268,337,374,491,652,652,1139,1359,2200,2200,2700,3028,4075,5294,6575,7474,8795,2020-02-25,8795,1321,17.67,5767,190.46,6595,299.77,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,GBR,United Kingdom,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,15,20,23,36,40,51,86,116,164,207,274,322,384,459,459,802,1144,1145,1551,1960,2642,2716,4014,5067,5745,6726,2020-01-31,6726,981,17.08,4084,154.58,5581,487.42,1.0,World,150.0,Europe,154.0,Northern Europe,39.0,Southern Europe
CONFIRMED,NLD,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,18,24,38,82,128,188,265,321,382,503,503,806,962,1138,1416,1711,2058,2467,3003,3640,4217,4764,2020-02-27,4764,547,12.97,2706,131.49,3626,318.63,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,AUT,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,9,14,18,21,29,41,55,79,104,131,182,246,302,504,655,860,1018,1332,1646,2013,2388,2814,3582,4474,2020-02-25,4474,892,24.9,2828,171.81,3614,420.23,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,BEL,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,13,23,50,109,169,200,239,267,314,314,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,2020-02-04,3743,342,10.06,2257,151.88,2857,322.46,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,NOR,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,15,19,25,32,56,87,108,147,176,205,400,598,702,996,1090,1221,1333,1463,1550,1746,1914,2118,2385,2621,2020-02-26,2621,236,9.9,1071,69.1,1400,114.66,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,CAN,Canada,0,0,0,0,1,1,2,2,2,4,4,4,4,4,5,5,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,11,11,13,14,20,24,27,30,33,37,49,54,64,77,79,108,117,193,198,252,415,478,657,800,943,1277,1469,2088,2020-01-26,2088,619,42.14,1431,217.81,1836,728.57,1.0,World,19.0,Americas,21.0,Northern America,21.0,Northern America
CONFIRMED,PRT,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,13,20,30,30,41,59,59,112,169,245,331,448,448,785,1020,1280,1600,2060,2020-03-02,2060,460,28.75,1612,359.82,1815,740.82,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,SWE,Sweden,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,12,14,15,21,35,94,101,161,203,248,355,500,599,814,961,1022,1103,1190,1279,1439,1639,1763,1934,2046,2020-01-31,2046,112,5.79,767,59.97,1024,100.2,1.0,World,150.0,Europe,154.0,Northern Europe,39.0,Southern Europe
CONFIRMED,BRA,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,13,13,20,25,31,38,52,151,151,162,200,321,372,621,793,1021,1546,1924,2020-02-26,1924,378,24.45,1552,417.2,1762,1087.65,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,AUS,Australia,0,0,0,0,4,5,5,6,9,9,12,12,12,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,27,30,39,52,55,60,63,76,91,107,128,128,200,250,297,377,452,568,681,791,1071,1549,1682,2020-01-26,1682,133,8.59,1114,196.13,1385,466.33,1.0,World,9.0,Oceania,53.0,Australia and New Zealand,53.0,Australia and New Zealand
CONFIRMED,DNK,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,11,11,24,24,37,92,264,444,617,804,836,875,933,1025,1116,1225,1337,1420,1514,1572,2020-02-27,1572,58,3.83,456,40.86,697,79.66,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,TUR,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,18,47,98,192,359,670,1236,1529,2020-03-11,1529,293,23.71,1431,1460.2,1523,25383.33,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,MYS,Malaysia,0,0,0,3,4,4,4,7,8,8,8,8,8,10,12,12,12,16,16,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,23,23,25,29,29,36,50,50,83,93,99,117,129,149,149,197,238,428,566,673,790,900,1030,1183,1306,1518,2020-01-25,1518,212,16.23,728,92.15,1090,254.67,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,ISR,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,7,10,10,12,15,20,37,43,61,61,83,109,131,161,193,251,255,337,433,677,705,883,1071,1442,2020-02-21,1442,371,34.64,1009,233.03,1191,474.5,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,CZE,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,298,396,464,694,833,995,1120,1236,2020-03-01,1236,116,10.36,772,166.38,983,388.54,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,JPN,Japan,2,2,2,2,4,4,7,7,11,15,20,20,20,22,22,22,25,25,26,26,26,28,28,29,43,59,66,74,84,94,105,122,147,159,170,189,214,228,241,256,274,293,331,360,420,461,502,511,581,639,639,701,773,839,839,878,889,924,963,1007,1101,1128,2020-01-22,1128,27,2.45,239,26.88,289,34.45,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,IRL,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,6,18,18,19,21,34,43,43,90,129,129,169,223,292,557,683,785,906,1125,2020-02-29,1125,219,24.17,833,285.27,996,772.09,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,ECU,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,28,28,37,58,111,199,367,506,789,981,2020-03-01,981,192,24.33,870,783.78,953,3403.57,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,LUX,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,5,7,19,34,51,59,77,140,203,335,484,670,798,875,2020-02-29,875,77,9.65,672,331.03,816,1383.05,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,PAK,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,5,5,5,6,6,6,6,16,19,20,28,31,53,136,236,299,454,501,730,776,875,2020-02-26,875,99,12.76,576,192.64,822,1550.94,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,POL,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,11,16,22,31,49,68,103,119,177,238,251,355,425,536,634,749,2020-03-04,749,115,18.14,498,198.41,630,529.41,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,CHL,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,8,8,13,23,23,43,61,74,155,201,238,238,434,537,632,746,2020-03-03,746,114,18.04,508,213.45,672,908.11,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,THA,Thailand,2,3,5,7,8,8,14,14,14,19,19,19,19,25,25,25,25,32,32,32,33,33,33,33,33,34,35,35,35,35,35,35,35,35,37,40,40,41,42,42,43,43,43,47,48,50,50,50,53,59,70,75,82,114,147,177,212,272,322,411,599,721,2020-01-22,721,122,20.37,509,240.09,607,532.46,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,XX,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,64,135,135,175,175,218,285,355,454,542,621,634,634,634,691,691,691,705,705,705,705,705,705,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,712,712,712,712,712,712,2020-02-07,712,0,0.0,0,0.0,6,0.85,,,,,,,,
CONFIRMED,FIN,Finland,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,6,6,6,6,12,15,15,23,30,40,59,59,155,225,244,277,321,336,400,450,523,626,700,2020-01-29,700,74,11.82,364,108.33,456,186.89,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,GRC,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,7,7,7,9,31,45,46,73,73,89,99,99,190,228,331,331,387,418,418,495,530,624,695,2020-02-26,695,71,11.38,277,66.27,364,109.97,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,ISL,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,11,26,34,43,50,50,58,69,85,103,134,156,171,180,220,250,330,409,473,568,588,2020-02-28,588,20,3.52,338,135.2,417,243.86,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,IDN,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,27,34,34,69,96,117,134,172,227,311,369,450,514,579,2020-03-02,579,65,12.65,352,155.07,462,394.87,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,ROU,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,4,6,9,9,15,15,25,45,49,89,123,131,158,184,260,277,308,367,433,576,2020-02-26,576,143,33.03,316,121.54,445,339.69,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,SAU,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,11,15,20,21,45,86,103,103,118,171,171,274,344,392,511,562,2020-03-02,562,51,9.98,391,228.65,459,445.63,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,SGP,Singapore,0,1,3,3,4,5,7,7,10,13,16,18,18,24,28,28,30,33,40,45,47,50,58,67,72,75,77,81,84,84,85,85,89,89,91,93,93,93,102,106,108,110,110,117,130,138,150,150,160,178,178,200,212,226,243,266,313,345,385,432,455,509,2020-01-23,509,54,11.87,196,62.62,283,125.22,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,QAT,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,8,8,8,8,15,18,24,262,262,320,337,401,439,439,452,460,470,481,494,501,2020-02-29,501,7,1.42,49,10.84,100,24.94,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,IND,India,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,28,30,31,34,39,43,56,62,73,82,102,113,119,142,156,194,244,330,396,499,2020-01-30,499,103,26.01,343,219.87,386,341.59,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,PHL,Philippines,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,10,20,33,49,52,64,111,140,142,187,202,217,230,307,380,462,2020-01-30,462,82,21.58,260,128.71,322,230.0,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,SVN,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,16,16,31,57,89,141,181,219,253,275,275,286,341,383,414,442,2020-03-05,442,28,6.76,167,60.73,223,101.83,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,RUS,Russia,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,13,13,17,17,20,20,28,45,59,63,90,114,147,199,253,306,367,438,2020-01-31,438,71,19.35,291,197.96,375,595.24,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,ZAF,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,7,13,17,24,38,51,62,62,116,150,202,240,274,402,2020-03-05,402,128,46.72,286,246.55,351,688.24,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,18.0,Southern Africa
CONFIRMED,PER,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,11,11,15,28,38,43,86,117,145,234,234,318,363,395,2020-03-06,395,32,8.82,250,172.41,352,818.6,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,BHR,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,33,33,36,41,47,49,49,52,55,60,85,85,95,110,195,195,195,210,214,214,228,256,278,285,305,334,377,2020-02-24,377,43,12.87,121,47.27,163,76.17,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,EGY,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,15,15,49,55,59,60,67,80,109,110,150,196,196,256,285,294,327,366,2020-02-14,366,39,11.93,170,86.73,256,232.73,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,EST,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,171,205,225,258,267,283,306,326,352,2020-02-27,352,26,7.98,94,36.43,181,105.85,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,PAN,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,27,36,43,55,69,86,109,137,200,313,345,2020-03-10,345,32,10.22,259,301.16,302,702.33,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,MEX,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,6,6,7,7,7,8,12,12,26,41,53,82,93,118,164,203,251,316,2020-02-28,316,65,25.9,223,239.78,275,670.73,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,HRV,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,7,7,9,10,10,11,12,12,12,14,19,19,32,38,49,57,65,81,105,128,206,254,315,2020-02-25,315,61,24.02,234,288.89,266,542.86,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,ARG,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,12,12,17,19,19,31,34,45,56,68,79,97,128,158,266,301,2020-03-03,301,35,13.16,222,281.01,256,568.89,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,COL,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,9,9,13,22,34,54,65,93,102,128,196,231,277,2020-03-06,277,46,19.91,184,197.85,243,714.71,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,LBN,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,10,13,13,13,16,22,22,32,32,41,61,61,77,93,110,110,120,133,157,163,187,248,267,2020-02-21,267,19,7.66,134,100.75,157,142.73,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,IRQ,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,13,19,26,32,35,35,40,54,60,60,71,71,71,101,110,116,124,154,164,192,208,214,233,266,2020-02-24,266,33,14.16,102,62.2,150,129.31,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,SRB,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,12,19,35,46,48,55,65,83,103,135,171,222,249,2020-03-06,249,27,12.16,166,200.0,201,418.75,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,DOM,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,21,21,34,72,112,202,245,2020-03-01,245,43,21.29,224,1066.67,234,2127.27,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,ARM,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,8,18,26,52,78,84,115,136,160,194,235,2020-03-01,235,41,21.13,151,179.76,209,803.85,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,DZA,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,12,12,17,17,19,20,20,20,24,26,37,48,54,60,74,87,90,139,201,230,2020-02-25,230,29,14.43,156,210.81,182,379.17,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,BGR,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,23,41,51,52,67,92,94,127,163,187,201,2020-03-08,201,14,7.49,109,118.48,150,294.12,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,ARE,United Arab Emirates,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,7,7,8,8,8,8,8,8,9,9,9,9,9,9,13,13,13,13,13,13,19,21,21,21,27,27,29,29,45,45,45,74,74,85,85,85,98,98,98,113,140,140,153,153,198,2020-01-29,198,45,29.41,85,75.22,100,102.04,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,TWN,Taiwan,1,1,3,3,4,5,8,8,9,10,10,10,10,11,11,16,16,17,18,18,18,18,18,18,18,20,22,22,23,24,26,26,28,30,31,32,32,34,39,40,41,42,42,44,45,45,45,45,47,48,49,50,53,59,67,77,100,108,135,153,169,195,2020-01-22,195,26,15.38,95,95.0,136,230.51,,,,,,,,
